male,age_categorical,married,education_categorical,race_categorical,alc_outlet_density,binge_drink,neighborhood_id
1,2,1,2,3,96,0,20
0,2,0,3,3,96,0,20
1,2,1,2,1,96,0,20
1,6,1,1,1,96,0,20
0,4,1,2,4,96,0,20
0,3,1,4,2,96,0,20
0,4,0,3,3,99,0,21
1,6,0,1,2,99,1,21
0,1,1,1,1,99,0,21
0,6,0,4,1,99,0,21
0,3,0,2,2,99,0,21
0,2,0,2,3,99,0,21
1,4,1,4,1,99,0,21
0,4,0,2,3,99,0,21
0,2,1,3,1,99,0,21
1,4,0,3,3,99,0,21
0,4,0,4,2,99,0,21
1,4,0,3,3,99,0,21
0,4,1,3,1,99,0,21
1,3,0,2,2,99,0,21
0,1,0,2,2,99,0,21
0,4,0,2,3,99,0,21
1,2,0,4,2,99,0,21
0,1,1,4,1,99,0,21
0,3,0,4,1,99,0,21
1,3,1,1,1,99,0,21
0,2,0,2,3,99,0,21
1,3,0,1,2,99,1,21
1,5,0,2,4,99,0,21
0,2,1,3,2,99,0,21
1,1,1,4,1,99,0,21
0,3,0,1,2,99,0,21
1,5,1,4,2,99,0,21
0,3,1,1,4,99,0,21
0,3,0,4,4,99,0,21
1,2,0,3,3,99,0,21
1,4,0,2,3,99,0,21
0,2,0,3,2,99,0,21
0,6,1,1,4,99,0,21
0,3,1,3,1,99,0,21
1,3,0,2,1,99,1,21
0,3,1,4,1,99,0,21
0,5,0,1,2,99,0,21
1,4,0,2,3,99,0,21
1,3,0,2,2,99,0,21
0,4,0,2,2,99,0,21
0,1,0,1,1,99,0,21
0,4,0,2,1,99,0,21
1,6,0,3,3,99,0,21
0,2,0,1,3,99,0,21
0,6,0,3,2,99,0,21
1,3,0,4,1,99,0,21
1,5,0,2,1,99,0,21
1,1,1,3,3,99,0,21
0,4,1,2,3,99,0,21
1,4,0,1,1,99,1,21
0,3,0,2,4,99,0,21
0,1,1,2,3,99,0,21
1,5,0,2,2,99,1,21
0,3,1,4,4,99,0,21
0,6,0,2,1,99,0,21
1,3,0,3,2,99,0,21
0,2,1,3,1,99,0,21
0,3,1,4,1,99,0,21
1,5,0,2,1,99,0,21
0,5,0,1,1,99,0,21
1,4,0,2,2,99,1,21
0,2,0,2,3,99,0,21
0,5,0,4,1,99,0,21
1,6,1,3,1,99,0,21
1,4,0,3,4,99,0,21
1,3,1,1,1,99,0,21
0,5,1,3,2,99,0,21
1,5,1,1,2,99,1,21
1,2,1,2,1,99,0,21
1,2,1,3,3,99,0,21
0,3,0,3,3,99,0,21
0,2,1,2,1,99,0,21
1,2,1,4,3,99,0,21
1,5,0,2,2,99,0,21
1,2,0,2,2,99,0,21
0,3,0,4,1,99,0,21
1,3,0,3,2,99,0,21
1,4,0,1,1,99,0,21
1,6,0,4,1,99,0,21
1,5,0,1,4,99,0,21
1,6,1,4,4,99,0,21
1,4,0,2,1,99,0,21
0,6,0,3,3,99,0,21
0,6,0,3,2,99,0,21
0,5,0,3,3,99,0,21
1,3,0,2,2,99,0,21
0,2,0,4,1,99,0,21
1,5,0,3,1,99,0,21
0,2,0,4,2,99,0,21
0,4,0,2,1,99,0,21
0,3,1,2,1,99,0,21
1,1,0,3,3,99,0,21
0,3,0,3,4,99,0,21
1,4,0,3,3,99,0,21
0,2,1,2,4,99,0,21
1,2,0,2,3,99,0,21
0,5,1,2,1,99,0,21
1,2,0,1,4,99,0,21
1,4,0,2,2,99,1,21
1,5,0,2,3,99,0,21
0,3,0,2,1,99,0,21
1,3,1,3,3,99,0,21
1,3,0,2,1,99,1,21
1,5,0,2,2,99,0,21
1,5,1,2,3,99,0,21
0,1,0,2,1,99,0,21
0,2,0,2,1,99,0,21
1,2,1,3,1,99,0,21
1,2,0,2,1,99,1,21
0,5,0,2,2,99,0,21
0,6,0,1,2,99,0,21
1,3,0,3,3,99,0,21
0,4,0,2,1,99,0,21
1,2,0,4,2,99,0,21
0,3,1,3,1,99,0,21
0,3,0,3,2,99,0,21
1,6,0,2,3,99,0,21
1,2,0,1,1,102,1,22
1,2,1,2,1,102,0,22
0,5,0,2,1,102,0,22
1,4,0,3,2,102,0,22
0,6,0,4,1,102,0,22
0,2,1,3,2,102,0,22
0,4,0,1,3,102,1,22
0,5,0,2,4,102,0,22
0,2,1,3,3,102,0,22
0,2,0,2,2,102,0,22
0,5,0,4,3,102,0,22
0,1,0,1,2,102,0,22
0,4,0,1,2,102,0,22
1,3,1,1,3,102,0,22
1,2,1,2,4,102,0,22
0,1,0,3,3,102,0,22
1,2,1,3,3,102,0,22
1,5,0,3,1,102,0,22
0,5,1,1,4,102,0,22
0,1,1,2,2,102,0,22
1,1,0,1,4,102,1,22
1,5,0,2,1,102,0,22
0,1,1,2,1,102,0,22
1,5,0,2,1,102,0,22
0,2,1,4,1,102,0,22
1,3,0,3,1,102,0,22
0,4,1,1,3,102,0,22
1,3,0,2,1,102,0,22
0,4,0,3,2,102,0,22
0,3,0,2,4,102,0,22
1,1,0,3,2,102,0,22
1,2,0,3,2,102,0,22
1,6,1,4,1,102,0,22
0,4,0,2,1,102,0,22
0,6,0,3,2,102,0,22
0,3,0,3,3,102,0,22
1,1,0,1,3,102,1,22
0,5,0,3,1,102,0,22
1,1,0,3,1,102,0,22
0,1,0,2,2,102,0,22
1,1,0,2,1,102,0,22
1,5,0,2,1,102,0,22
0,5,0,2,4,102,0,22
0,5,1,4,1,102,0,22
0,5,0,2,1,102,0,22
0,4,0,3,2,102,0,22
0,6,0,3,1,102,0,22
0,3,1,4,1,102,0,22
1,6,0,2,1,102,1,22
0,3,0,4,2,102,0,22
0,4,0,3,3,102,0,22
0,2,0,1,2,102,1,22
0,3,0,1,1,102,0,22
0,4,0,2,2,102,0,22
0,5,1,1,2,102,0,22
1,4,1,3,4,102,0,22
0,5,0,1,1,102,0,22
1,4,1,2,2,102,0,22
0,5,1,4,1,102,0,22
1,2,1,4,2,102,0,22
0,5,1,3,1,102,0,22
1,2,1,1,1,102,0,22
0,4,0,2,1,102,0,22
1,5,1,1,1,102,0,22
0,5,1,3,2,102,0,22
1,3,1,3,1,102,0,22
0,4,0,1,3,102,0,22
0,1,0,1,2,102,0,22
0,4,0,3,3,102,0,22
1,4,0,2,1,102,1,22
0,3,0,3,2,102,0,22
0,2,1,4,2,102,0,22
0,4,0,4,2,102,0,22
1,3,1,2,2,102,0,22
1,6,1,4,4,102,0,22
0,2,0,3,2,102,0,22
1,5,0,1,1,102,0,22
1,1,0,1,4,102,1,22
0,6,1,2,3,102,0,22
0,4,0,3,4,102,0,22
0,6,0,3,4,102,0,22
1,4,0,3,1,102,0,22
0,3,0,2,2,102,0,22
1,3,0,2,3,102,1,22
0,5,1,4,3,102,0,22
1,5,1,1,1,102,0,22
1,3,0,3,4,102,0,22
1,2,0,3,1,102,0,22
1,1,0,3,4,102,0,22
0,5,1,2,2,102,0,22
0,3,0,1,1,102,0,22
1,2,0,3,1,102,0,22
0,2,0,4,1,102,0,22
0,3,0,3,3,102,0,22
0,5,0,3,1,102,0,22
1,6,1,4,3,102,0,22
1,4,0,1,3,102,0,22
1,5,0,1,2,102,0,22
1,4,0,3,2,102,0,22
1,5,0,3,1,102,0,22
0,5,0,3,1,102,0,22
0,4,0,1,3,102,0,22
1,4,0,3,3,102,0,22
1,2,0,4,1,102,0,22
0,3,0,2,1,102,0,22
0,4,0,3,4,102,0,22
0,5,0,1,2,102,0,22
0,3,0,1,3,102,0,22
0,4,0,4,2,102,0,22
0,2,0,3,3,102,0,22
1,2,1,2,2,105,0,23
0,4,1,4,1,105,0,23
0,4,0,4,2,105,0,23
1,5,0,3,1,105,0,23
1,4,0,1,1,105,1,23
1,3,0,4,2,105,0,23
1,3,1,4,1,105,0,23
1,4,0,4,3,105,0,23
1,2,1,4,1,105,0,23
0,3,1,4,1,105,0,23
1,3,0,1,3,105,1,23
0,3,0,1,3,105,1,23
0,5,0,3,3,105,0,23
0,4,0,1,2,105,0,23
1,5,0,2,1,105,1,23
1,5,0,2,2,105,1,23
1,1,0,4,2,105,0,23
1,6,0,3,1,105,0,23
0,5,0,3,3,105,0,23
1,3,0,1,1,105,1,23
0,3,1,4,3,105,0,23
1,4,0,2,1,105,0,23
0,4,1,2,3,105,0,23
1,4,0,2,3,105,0,23
0,4,1,1,1,105,0,23
0,5,1,2,4,105,0,23
0,3,0,4,1,105,0,23
0,5,0,1,1,105,1,23
0,4,0,3,1,105,0,23
0,2,0,2,3,105,0,23
1,2,1,2,1,105,0,23
0,3,0,3,3,105,0,23
1,4,0,4,4,105,0,23
1,5,0,1,3,105,1,23
0,4,0,2,1,105,0,23
0,3,1,2,2,105,0,23
0,2,0,3,3,105,0,23
0,1,0,4,3,105,0,23
1,3,0,1,3,105,0,23
0,3,1,3,1,105,0,23
1,3,1,4,1,105,0,23
1,4,1,3,3,105,0,23
0,6,0,3,4,105,0,23
0,3,0,4,3,105,0,23
0,5,1,1,3,105,0,23
0,2,0,3,1,105,0,23
0,1,1,3,3,105,0,23
0,1,1,3,1,105,0,23
0,2,1,2,2,105,0,23
0,5,1,3,2,105,0,23
1,6,0,1,3,105,1,23
1,2,1,2,1,105,0,23
0,4,0,2,1,105,0,23
1,1,0,3,2,105,0,23
0,5,0,4,2,105,0,23
0,5,1,2,2,105,0,23
0,5,0,3,4,105,0,23
0,3,0,1,2,105,0,23
1,4,0,2,1,105,0,23
0,4,0,2,1,105,0,23
0,2,0,2,4,105,0,23
0,4,0,3,2,105,0,23
1,2,0,3,4,105,0,23
0,4,0,3,2,105,0,23
1,2,0,3,1,105,1,23
1,5,1,3,2,105,0,23
1,4,0,1,3,105,1,23
0,5,0,2,4,105,0,23
0,1,0,4,1,105,0,23
0,3,0,2,3,105,0,23
1,6,1,1,3,105,0,23
1,5,0,2,3,105,0,23
0,5,0,2,3,105,0,23
1,3,0,2,1,105,0,23
0,6,0,4,1,105,0,23
0,3,0,3,2,105,0,23
1,3,1,2,1,105,0,23
1,3,0,1,2,105,1,23
1,4,0,3,2,105,0,23
0,5,0,1,2,105,1,23
1,2,1,3,1,105,0,23
1,3,0,4,3,105,0,23
1,1,0,3,1,105,0,23
0,4,1,2,4,105,0,23
0,4,0,3,1,105,0,23
0,5,0,4,2,105,0,23
1,2,1,2,2,105,0,23
1,1,1,2,1,105,0,23
1,2,0,4,1,105,0,23
1,4,0,3,3,105,0,23
1,6,1,3,1,105,0,23
0,2,1,2,4,105,0,23
1,2,0,3,3,105,0,23
1,6,0,2,3,105,1,23
0,4,0,2,3,105,1,23
0,3,0,1,1,105,1,23
0,3,0,3,4,105,0,23
1,5,0,2,4,105,1,23
0,4,0,2,3,105,0,23
1,3,0,3,2,105,1,23
0,5,0,1,3,105,1,23
1,5,1,3,1,105,0,23
1,5,0,4,2,105,0,23
1,5,0,1,4,105,0,23
1,4,1,3,3,105,0,23
1,3,1,4,1,105,0,23
0,2,0,4,1,105,0,23
1,5,0,3,1,105,0,23
0,2,1,3,3,105,0,23
0,3,1,2,1,105,0,23
0,1,1,3,1,105,0,23
0,1,0,1,2,105,0,23
0,2,1,2,4,105,0,23
1,3,0,4,4,105,0,23
0,4,1,1,4,105,0,23
0,4,1,4,1,105,0,23
1,6,0,3,3,105,0,23
1,1,1,3,1,105,0,23
0,6,0,1,3,105,1,23
0,3,0,3,2,108,0,24
0,5,0,4,1,108,0,24
0,6,0,4,2,108,0,24
1,4,0,2,2,108,0,24
0,5,0,3,1,108,0,24
0,2,0,2,3,108,0,24
1,1,1,2,1,108,0,24
1,4,0,3,1,108,0,24
1,5,0,4,2,108,0,24
1,2,0,1,2,108,0,24
0,5,1,2,2,108,0,24
0,6,1,1,1,108,0,24
1,1,1,2,3,108,0,24
1,5,0,4,2,108,0,24
0,5,0,3,2,108,0,24
1,6,1,1,3,108,1,24
0,5,0,2,2,108,1,24
1,5,0,3,1,108,0,24
1,5,0,3,1,108,0,24
1,3,1,4,2,108,0,24
0,2,1,2,2,108,0,24
1,2,1,1,2,108,0,24
1,4,0,2,1,108,0,24
0,4,1,2,1,108,0,24
1,5,0,1,1,108,1,24
0,4,1,3,3,108,0,24
1,3,1,2,4,108,0,24
0,5,1,2,3,108,0,24
1,1,1,3,2,108,0,24
0,5,0,2,2,108,0,24
1,4,0,3,1,108,1,24
1,5,0,2,2,108,0,24
0,1,1,4,1,108,0,24
0,2,0,3,3,108,0,24
1,5,0,3,1,108,0,24
1,5,0,1,1,108,1,24
0,3,0,3,2,108,0,24
1,3,0,1,1,108,0,24
0,5,1,1,3,108,0,24
0,4,0,2,2,108,1,24
0,2,0,1,1,108,0,24
1,3,0,4,1,108,0,24
0,2,1,3,1,108,0,24
1,2,0,1,2,108,0,24
1,1,0,4,2,108,0,24
1,5,0,4,3,108,0,24
1,4,0,2,1,108,1,24
0,2,0,1,1,108,0,24
1,1,0,3,3,108,0,24
0,5,0,2,3,108,0,24
0,4,0,1,3,108,0,24
0,2,0,1,2,108,0,24
1,3,0,2,3,108,1,24
0,1,1,1,2,108,0,24
0,2,0,2,2,108,0,24
1,4,1,2,1,108,0,24
0,2,0,3,2,108,0,24
0,6,0,2,2,108,0,24
0,1,0,3,1,108,0,24
1,3,1,3,2,108,0,24
0,2,0,1,1,108,0,24
0,3,0,4,1,108,0,24
0,3,1,3,3,108,0,24
0,3,0,3,1,108,0,24
1,2,0,2,2,108,1,24
0,2,0,2,2,108,0,24
1,5,1,3,2,108,0,24
1,4,1,3,1,108,0,24
0,5,1,4,3,108,0,24
0,5,1,2,2,108,0,24
0,5,0,2,4,108,0,24
0,6,0,2,1,108,0,24
1,4,0,2,3,108,0,24
1,2,1,2,2,108,0,24
0,4,1,2,3,108,0,24
0,4,1,4,4,108,0,24
0,3,0,3,2,108,0,24
1,4,0,2,3,108,1,24
0,3,1,3,1,108,0,24
0,4,0,2,1,108,0,24
0,2,0,3,4,108,0,24
1,3,0,1,3,108,1,24
0,3,0,2,3,108,0,24
1,2,1,2,1,108,0,24
0,1,0,4,3,108,0,24
0,4,0,1,3,108,0,24
1,5,1,3,3,108,0,24
1,4,0,2,2,108,1,24
0,6,0,2,2,108,0,24
1,4,1,1,4,108,0,24
1,2,1,4,3,108,0,24
0,4,0,2,1,108,0,24
1,5,0,4,1,108,0,24
1,4,0,3,2,108,0,24
1,4,0,2,3,108,1,24
0,5,0,2,1,108,0,24
1,5,0,1,1,108,0,24
1,4,0,3,2,108,0,24
0,5,1,2,3,108,0,24
1,3,1,2,3,108,0,24
0,1,1,2,4,108,0,24
0,2,1,4,1,108,0,24
1,4,0,2,2,108,0,24
0,5,1,1,2,108,0,24
1,4,0,1,3,108,1,24
1,4,0,2,1,108,0,24
1,3,0,2,2,108,0,24
0,6,1,4,1,108,0,24
1,1,0,3,1,108,0,24
1,2,0,3,4,108,0,24
0,2,0,2,2,108,0,24
0,5,1,2,1,108,0,24
1,3,0,1,1,108,1,24
0,5,0,1,2,108,1,24
1,5,0,2,4,108,0,24
0,4,0,3,3,111,0,25
1,2,0,1,1,111,1,25
1,5,1,1,2,111,0,25
0,2,1,3,2,111,0,25
1,2,1,3,2,111,0,25
1,4,1,1,2,111,1,25
1,4,1,2,2,111,0,25
1,2,0,2,4,111,1,25
0,2,1,3,2,111,0,25
0,2,0,2,3,111,1,25
0,4,0,2,2,111,0,25
1,4,0,1,1,111,1,25
0,6,0,4,4,111,0,25
1,2,0,3,3,111,0,25
0,3,0,1,1,111,0,25
0,2,1,3,2,111,0,25
1,4,0,3,2,111,0,25
0,3,0,4,2,111,0,25
1,1,0,2,1,111,0,25
0,3,0,1,1,111,1,25
0,5,0,3,2,111,0,25
1,6,1,3,3,111,0,25
0,1,0,2,4,111,0,25
1,3,0,3,1,111,0,25
1,2,0,4,2,111,0,25
0,1,0,3,3,111,0,25
0,4,1,4,1,111,0,25
1,3,0,3,1,111,0,25
1,4,1,3,2,111,0,25
0,4,1,2,1,111,0,25
1,2,0,1,2,111,0,25
1,5,1,2,2,111,0,25
1,5,0,3,2,111,0,25
0,4,1,3,1,111,0,25
1,6,0,3,1,111,0,25
0,4,0,4,2,111,0,25
1,4,0,3,3,111,0,25
1,2,0,1,2,111,1,25
1,6,0,4,4,111,0,25
0,3,0,4,1,111,0,25
1,3,1,1,1,111,1,25
1,1,0,3,4,111,0,25
0,1,0,4,2,111,0,25
1,5,1,3,2,111,0,25
1,5,0,2,3,111,1,25
0,3,0,4,3,111,0,25
0,5,1,4,2,111,0,25
1,5,0,4,3,111,0,25
0,4,0,2,3,111,0,25
0,4,0,2,3,111,0,25
1,4,0,3,1,111,1,25
0,5,1,3,4,111,0,25
1,1,1,4,3,111,0,25
0,5,1,3,4,111,0,25
0,6,0,2,1,111,0,25
0,2,1,2,3,111,0,25
1,2,0,3,2,111,0,25
0,2,1,3,2,111,0,25
0,3,0,4,2,111,0,25
0,5,0,3,1,111,0,25
1,4,1,2,4,111,1,25
0,2,0,3,2,111,0,25
1,3,0,4,3,111,0,25
0,5,1,3,3,111,0,25
1,5,0,2,1,111,1,25
1,5,1,3,1,111,0,25
1,2,1,4,1,111,0,25
1,3,1,2,3,111,0,25
0,1,0,2,2,111,0,25
0,5,0,3,3,111,0,25
0,5,1,4,2,111,0,25
0,4,0,1,1,111,0,25
0,2,1,3,2,111,0,25
1,1,0,2,4,111,0,25
1,6,0,3,1,111,1,25
1,5,0,2,1,111,1,25
1,4,0,4,1,111,0,25
0,4,1,3,3,111,0,25
1,2,1,3,2,111,0,25
1,1,0,1,3,111,0,25
1,5,0,2,3,111,0,25
0,4,1,2,1,111,0,25
0,4,0,4,2,111,0,25
1,6,0,4,1,111,0,25
1,5,1,2,2,111,0,25
0,2,0,3,1,111,0,25
1,3,0,4,1,111,0,25
0,2,0,3,1,111,0,25
0,1,0,1,1,111,0,25
0,3,0,2,1,111,0,25
1,1,0,2,1,111,0,25
0,2,0,3,1,111,0,25
1,3,1,2,2,111,0,25
1,5,0,2,1,111,1,25
0,3,0,1,3,111,1,25
1,3,0,1,3,111,1,25
0,3,1,1,3,111,0,25
0,4,1,2,3,111,0,25
0,2,0,3,1,111,0,25
1,5,0,3,3,111,1,25
0,4,0,1,3,111,0,25
0,4,0,3,2,111,0,25
1,2,1,1,2,111,0,25
0,2,0,3,1,111,0,25
1,2,0,2,3,111,0,25
1,3,0,3,1,111,0,25
1,5,0,4,2,111,0,25
0,5,0,3,4,111,0,25
1,6,0,1,3,111,1,25
1,5,0,3,4,111,0,25
1,1,0,4,1,111,0,25
0,6,0,2,1,114,1,26
1,2,0,2,3,114,0,26
1,4,1,2,2,114,0,26
1,5,1,2,1,114,0,26
0,3,1,3,1,114,0,26
1,5,1,3,2,114,0,26
1,2,0,3,1,114,0,26
1,5,1,1,1,114,0,26
1,4,0,1,2,114,1,26
0,3,1,2,1,114,0,26
1,4,0,2,1,114,1,26
0,4,0,2,3,114,0,26
0,4,0,4,2,114,0,26
1,6,0,1,3,114,1,26
0,2,1,4,3,114,0,26
1,4,0,2,2,114,0,26
1,2,1,4,4,114,0,26
1,3,0,1,2,114,1,26
0,5,0,2,1,114,0,26
0,5,0,2,2,114,0,26
0,5,1,1,4,114,0,26
0,3,1,3,2,114,0,26
0,1,1,4,4,114,0,26
1,2,1,2,1,114,0,26
0,3,0,2,3,114,0,26
1,3,0,1,4,114,1,26
1,6,1,3,4,114,0,26
0,4,1,3,2,114,0,26
1,2,0,1,2,114,1,26
1,2,0,3,1,114,0,26
0,3,0,4,1,114,0,26
0,6,0,2,3,114,1,26
1,2,0,2,3,114,0,26
1,5,1,3,4,114,0,26
1,2,1,1,1,114,0,26
0,1,1,3,2,114,0,26
0,4,1,3,3,114,0,26
1,3,1,3,1,114,0,26
1,3,0,2,2,114,0,26
0,2,0,3,4,114,0,26
1,1,0,1,1,114,1,26
1,5,0,1,1,114,1,26
1,5,0,3,4,114,0,26
0,1,0,3,3,114,0,26
1,6,0,3,3,114,0,26
0,3,1,3,1,114,0,26
0,2,1,4,2,114,0,26
1,4,0,1,1,114,1,26
1,6,1,3,1,114,0,26
1,3,1,3,1,114,0,26
0,4,0,2,3,114,0,26
1,5,0,4,2,114,0,26
0,2,0,3,3,114,0,26
0,5,1,3,1,114,0,26
1,5,1,3,4,114,0,26
0,3,1,2,1,114,0,26
0,4,0,1,1,114,0,26
0,6,0,2,3,114,0,26
1,3,0,2,3,114,1,26
0,2,1,4,2,114,0,26
1,4,0,3,1,114,1,26
1,4,0,2,2,114,0,26
1,6,0,3,3,114,0,26
1,3,0,2,4,114,1,26
0,4,1,3,2,114,0,26
1,4,0,2,1,114,1,26
0,3,1,2,3,114,0,26
1,6,0,2,3,114,1,26
1,2,0,3,2,114,0,26
0,3,0,2,3,114,0,26
0,2,0,3,1,114,0,26
0,3,1,2,1,114,0,26
1,5,0,4,1,114,0,26
0,3,1,3,1,114,0,26
0,1,1,4,3,114,0,26
1,3,0,4,1,114,0,26
1,4,1,2,1,114,0,26
1,4,0,3,1,114,0,26
1,2,1,4,1,114,0,26
0,6,0,3,1,114,0,26
1,4,0,3,1,114,1,26
0,2,0,4,1,114,0,26
1,5,1,3,1,114,0,26
1,2,0,3,1,114,0,26
1,3,0,3,3,114,1,26
1,4,0,2,2,114,0,26
1,5,0,2,4,114,0,26
0,1,1,4,1,114,0,26
0,6,0,4,3,114,0,26
0,4,1,3,3,114,0,26
1,1,0,1,1,114,1,26
0,4,1,2,1,114,0,26
1,1,0,2,2,114,0,26
1,4,1,3,4,114,0,26
0,3,1,3,3,114,0,26
0,2,1,3,3,114,0,26
0,2,1,3,1,114,0,26
1,4,0,2,1,114,1,26
0,3,0,3,3,114,1,26
1,3,0,3,3,114,0,26
1,2,1,2,1,114,0,26
0,5,0,1,4,114,1,26
0,4,1,4,3,114,0,26
1,5,1,1,4,114,0,26
0,1,0,2,1,114,0,26
0,1,0,1,1,114,0,26
1,5,0,2,1,114,1,26
0,3,0,2,3,114,0,26
1,2,0,3,2,114,0,26
1,2,1,3,2,114,0,26
0,5,0,4,1,114,0,26
0,3,0,3,3,114,0,26
0,2,0,1,1,114,0,26
0,3,0,3,2,114,0,26
1,5,0,2,1,114,0,26
0,5,0,2,2,114,0,26
1,3,1,2,1,114,0,26
1,3,0,3,4,114,0,26
1,3,0,2,3,114,1,26
1,2,1,1,1,114,0,26
0,6,1,3,1,114,0,26
1,2,0,3,3,114,0,26
1,3,1,1,4,114,0,26
1,5,0,3,1,114,0,26
1,1,1,3,2,114,0,26
0,3,0,2,1,114,0,26
1,2,0,2,2,114,0,26
1,2,0,1,1,114,1,26
0,2,1,2,2,114,0,26
1,5,0,3,2,114,0,26
1,6,0,3,3,117,0,27
1,5,1,2,4,117,0,27
0,4,1,4,3,117,0,27
0,5,0,3,1,117,0,27
0,6,0,3,3,117,0,27
1,4,0,3,1,117,0,27
0,5,1,2,2,117,0,27
0,2,0,4,3,117,0,27
1,2,0,1,1,117,1,27
1,5,0,2,3,117,0,27
0,5,0,2,2,117,0,27
1,1,0,3,3,117,0,27
1,6,1,2,1,117,1,27
0,3,0,4,2,117,0,27
1,3,0,1,4,117,1,27
0,2,0,2,3,117,0,27
1,2,1,2,1,117,0,27
0,3,1,3,2,117,0,27
1,4,0,3,3,117,0,27
1,3,0,1,3,117,1,27
1,3,1,2,2,117,0,27
1,6,0,4,1,117,1,27
0,4,0,3,4,117,0,27
1,5,0,3,1,117,0,27
1,5,1,2,2,117,0,27
0,4,0,3,3,117,0,27
1,5,1,2,2,117,0,27
0,4,0,3,2,117,0,27
0,2,0,3,4,117,0,27
1,3,1,3,1,117,0,27
0,6,0,3,1,117,0,27
0,3,0,1,1,117,0,27
0,5,0,1,1,117,0,27
0,1,0,3,3,117,0,27
1,3,0,1,2,117,0,27
0,4,0,2,3,117,0,27
0,3,0,2,2,117,0,27
0,5,0,3,2,117,0,27
1,4,0,2,2,117,0,27
0,2,1,3,1,117,0,27
1,4,0,3,1,117,0,27
0,4,0,2,3,117,0,27
1,5,0,4,2,117,0,27
0,1,0,3,3,117,0,27
1,3,0,2,1,117,1,27
0,5,0,4,1,117,0,27
1,5,1,2,2,117,0,27
0,3,0,4,3,117,0,27
0,3,0,3,4,117,0,27
0,3,0,4,4,117,0,27
1,5,1,3,1,117,0,27
1,3,0,2,3,117,1,27
1,4,0,4,3,117,0,27
1,2,1,4,2,117,0,27
0,2,0,3,2,117,0,27
1,6,0,2,1,117,1,27
0,1,0,2,2,117,0,27
1,5,0,2,2,117,0,27
1,3,1,4,1,117,0,27
1,2,0,3,3,117,0,27
0,5,0,1,3,117,0,27
1,3,0,4,1,117,0,27
1,4,1,3,3,117,0,27
1,2,0,4,4,117,0,27
1,1,0,3,2,117,1,27
1,6,0,1,2,117,1,27
0,3,1,3,1,117,0,27
0,1,0,2,1,117,0,27
1,1,1,2,2,117,0,27
0,2,0,3,1,117,0,27
1,4,0,3,3,117,0,27
1,2,0,3,1,117,0,27
1,2,0,3,2,117,1,27
1,3,0,1,1,117,0,27
1,5,0,3,4,117,0,27
1,5,0,3,1,117,0,27
0,4,1,3,4,117,0,27
0,3,0,4,2,117,0,27
1,4,1,2,4,117,0,27
1,2,1,2,3,117,0,27
0,5,0,4,1,117,0,27
0,3,0,3,1,117,0,27
1,3,0,4,1,117,0,27
0,4,0,4,4,117,0,27
1,4,1,3,4,117,0,27
0,4,0,2,2,117,0,27
0,6,0,3,1,117,0,27
0,2,0,3,4,117,0,27
0,5,1,3,3,117,0,27
1,2,0,2,4,117,1,27
1,2,0,3,3,117,0,27
1,4,0,3,3,117,0,27
1,3,1,3,3,117,0,27
1,4,0,1,2,117,1,27
0,3,1,3,1,117,0,27
1,2,1,2,2,117,0,27
0,4,0,4,2,117,0,27
1,2,0,3,3,117,0,27
1,2,1,2,1,117,0,27
1,3,1,2,3,117,0,27
1,4,1,2,2,120,0,28
0,5,1,2,1,120,0,28
1,2,0,2,1,120,0,28
0,5,0,3,1,120,0,28
1,3,0,2,1,120,1,28
0,4,1,4,3,120,0,28
1,4,0,3,1,120,0,28
0,3,0,1,3,120,0,28
0,5,0,2,1,120,0,28
0,4,0,4,1,120,0,28
1,2,0,1,1,120,1,28
0,2,1,3,2,120,0,28
1,4,1,3,1,120,0,28
0,2,1,2,3,120,0,28
0,2,0,2,2,120,0,28
0,3,0,1,1,120,0,28
0,4,0,1,1,120,0,28
0,3,0,3,1,120,0,28
1,4,1,3,3,120,0,28
1,6,0,2,3,120,1,28
1,4,0,3,1,120,0,28
0,4,0,2,2,120,0,28
1,1,1,2,1,120,0,28
1,3,0,3,2,120,0,28
0,4,0,3,2,120,0,28
0,2,1,3,2,120,0,28
1,1,0,2,1,120,0,28
0,5,0,2,4,120,0,28
0,5,1,1,1,120,0,28
1,6,0,2,2,120,1,28
0,5,0,3,1,120,0,28
1,4,0,1,3,120,1,28
1,1,0,3,4,120,0,28
0,5,0,2,1,120,0,28
1,5,1,2,1,120,0,28
1,1,0,2,4,120,0,28
1,4,0,1,1,120,1,28
0,4,1,2,2,120,0,28
1,3,1,3,3,120,0,28
0,2,1,2,2,120,0,28
0,3,0,2,4,120,0,28
1,1,0,4,4,120,0,28
1,3,0,3,4,120,0,28
1,5,1,3,3,120,0,28
0,5,1,4,1,120,0,28
0,2,1,2,1,120,0,28
1,6,1,3,3,120,0,28
1,5,0,2,3,120,1,28
0,3,0,2,2,120,0,28
0,2,0,1,1,120,0,28
1,2,0,2,2,120,1,28
0,6,0,3,3,120,0,28
0,5,0,3,3,120,0,28
0,6,1,2,3,120,0,28
0,4,1,3,3,120,0,28
1,3,0,2,1,120,1,28
1,4,0,1,4,120,0,28
1,2,0,4,4,120,0,28
1,5,0,2,2,120,0,28
0,4,0,3,1,120,0,28
1,1,0,2,1,120,0,28
1,3,0,2,2,120,0,28
0,4,1,2,1,120,0,28
1,4,0,1,4,120,1,28
