A,L,B_true,C_true,M2,M3,B,C,id
1,1.135,0,1,0,1,0.0,,52982
1,0.861,0,0,0,0,0.0,0.0,1587
0,0.263,1,1,0,1,1.0,,41090
0,-0.8340000000000001,0,1,0,1,0.0,,57630
0,1.187,0,1,0,0,0.0,1.0,25369
0,1.109,1,0,0,0,1.0,0.0,87904
1,1.227,1,0,0,1,1.0,,25562
0,2.063,1,1,0,1,1.0,,3159
1,0.034,0,0,0,1,0.0,,59392
0,-0.412,0,1,0,0,0.0,1.0,98931
0,0.563,0,1,0,1,0.0,,47040
0,0.435,0,0,0,0,0.0,0.0,89720
0,0.524,1,0,0,1,1.0,,73112
1,-0.419,0,0,0,0,0.0,0.0,66964
0,0.481,0,0,0,1,0.0,,53777
1,-0.126,1,1,0,1,1.0,,56011
0,-0.307,0,1,0,0,0.0,1.0,51753
1,-0.172,0,0,0,0,0.0,0.0,82459
1,-0.911,1,1,0,1,1.0,,46319
0,-0.228,0,0,1,1,,,9875
0,0.237,1,1,0,1,1.0,,61469
0,-0.7040000000000001,1,1,0,1,1.0,,50515
1,-1.081,0,1,0,0,0.0,1.0,53986
1,0.163,0,1,0,1,0.0,,82162
0,-0.988,0,0,0,1,0.0,,78881
0,0.449,0,1,0,0,0.0,1.0,57089
1,-0.382,1,1,0,1,1.0,,81136
0,1.3259999999999998,0,1,0,0,0.0,1.0,93439
1,1.046,0,1,0,0,0.0,1.0,58571
1,0.8420000000000001,1,0,0,1,1.0,,22143
0,0.57,1,1,0,1,1.0,,81256
0,0.7609999999999999,1,1,0,1,1.0,,61260
0,0.195,0,1,0,1,0.0,,43704
1,0.383,1,1,0,1,1.0,,8328
0,0.354,0,1,0,0,0.0,1.0,45133
0,1.183,1,1,0,1,1.0,,83071
1,0.7390000000000001,0,0,1,1,,,2401
0,-1.497,1,1,1,1,,,14452
0,1.69,0,1,0,0,0.0,1.0,76633
1,-1.248,0,0,1,1,,,6693
0,0.247,0,0,0,1,0.0,,33738
1,-0.575,0,0,0,0,0.0,0.0,5103
0,-0.457,0,0,0,1,0.0,,91838
1,-1.204,1,1,1,1,,,63346
0,2.356,0,0,0,1,0.0,,2123
0,0.8490000000000001,0,0,0,0,0.0,0.0,67905
1,1.042,1,0,1,1,,,74712
0,0.537,0,1,0,1,0.0,,96901
1,0.62,1,1,0,1,1.0,,15972
0,-0.044,0,0,0,0,0.0,0.0,76702
0,-0.698,1,0,0,1,1.0,,8452
1,-0.878,0,1,0,1,0.0,,9971
0,0.239,1,1,0,1,1.0,,63168
0,0.604,1,1,0,1,1.0,,31748
0,0.307,1,0,0,1,1.0,,79242
1,-0.275,0,0,0,0,0.0,0.0,59054
0,-0.87,0,1,0,1,0.0,,16114
0,-0.395,0,1,0,1,0.0,,20023
1,0.252,0,1,0,0,0.0,1.0,58858
0,-0.065,0,1,0,1,0.0,,22864
1,-1.724,1,0,0,1,1.0,,37083
0,1.022,0,1,1,1,,,80533
1,-0.937,0,1,0,1,0.0,,95494
1,0.6609999999999999,0,1,0,0,0.0,1.0,97373
0,-1.9,1,1,0,1,1.0,,14626
0,-0.434,1,0,0,1,1.0,,86933
0,1.597,0,0,0,1,0.0,,60073
0,-1.606,1,1,0,1,1.0,,38436
0,-1.618,0,0,0,1,0.0,,10123
0,0.977,0,1,0,1,0.0,,51076
1,0.36,0,0,0,1,0.0,,45721
0,-0.904,0,1,0,0,0.0,1.0,49755
0,-1.286,1,0,0,1,1.0,,72502
0,0.934,0,0,0,1,0.0,,82537
1,-1.102,0,1,0,1,0.0,,33413
0,-0.8759999999999999,0,1,0,1,0.0,,32446
0,2.135,0,0,0,1,0.0,,16663
0,1.0590000000000002,1,0,1,1,,,65570
0,0.5539999999999999,0,1,0,1,0.0,,74663
1,0.24,1,1,0,1,1.0,,91372
1,1.306,1,1,1,1,,,46920
1,-0.23,0,1,0,1,0.0,,34207
1,1.113,0,1,0,0,0.0,1.0,61277
1,-0.408,1,0,0,1,1.0,,23210
0,0.153,0,1,0,0,0.0,1.0,95466
0,1.368,0,0,1,1,,,49782
0,-0.593,0,1,0,0,0.0,1.0,87640
1,-1.3090000000000002,0,0,0,0,0.0,0.0,11909
0,-2.362,1,0,0,1,1.0,,81066
0,0.16,0,0,0,0,0.0,0.0,85369
0,0.542,0,1,0,1,0.0,,9079
1,-1.221,1,1,1,1,,,45983
0,0.8909999999999999,1,0,0,1,1.0,,57045
0,-0.517,0,1,0,0,0.0,1.0,64678
1,0.398,1,1,0,1,1.0,,9553
1,0.043,1,1,0,1,1.0,,84840
1,0.095,0,1,0,1,0.0,,8520
1,-0.429,0,0,0,1,0.0,,40578
1,0.226,0,0,0,1,0.0,,8004
0,-0.89,1,0,0,1,1.0,,46899
1,0.632,0,1,0,0,0.0,1.0,26537
0,0.7070000000000001,0,1,0,0,0.0,1.0,99646
0,-1.27,1,1,0,1,1.0,,50352
1,0.598,1,1,1,1,,,57087
1,-0.227,1,0,0,1,1.0,,25922
0,0.631,0,0,0,1,0.0,,4286
0,-2.539,0,0,0,1,0.0,,8870
0,-0.954,1,1,0,1,1.0,,39160
0,1.0,0,0,0,0,0.0,0.0,53442
0,2.122,0,0,0,0,0.0,0.0,29701
0,0.5770000000000001,1,1,0,1,1.0,,75129
0,0.997,0,0,1,1,,,43134
0,-1.1840000000000002,0,1,0,1,0.0,,66763
0,-0.087,0,0,0,0,0.0,0.0,43631
0,-1.4469999999999998,0,1,0,1,0.0,,28599
1,0.358,0,0,0,0,0.0,0.0,90261
1,0.001,0,1,0,1,0.0,,1357
1,0.397,0,0,1,1,,,79954
0,0.6890000000000001,0,1,0,1,0.0,,64149
1,1.025,1,1,0,1,1.0,,54583
0,-0.73,0,0,0,0,0.0,0.0,78076
1,0.147,1,1,0,1,1.0,,38066
1,1.265,0,0,0,0,0.0,0.0,40218
1,-1.975,0,0,0,0,0.0,0.0,1080
1,-0.8390000000000001,1,1,0,1,1.0,,87166
1,0.397,0,0,0,1,0.0,,21176
1,0.289,1,1,0,1,1.0,,29898
0,-0.475,1,1,0,1,1.0,,36165
0,0.635,0,0,0,0,0.0,0.0,9128
1,0.132,1,1,0,1,1.0,,84215
0,0.964,0,0,0,0,0.0,0.0,31419
1,0.618,0,1,0,1,0.0,,94969
1,-0.753,0,1,0,0,0.0,1.0,12809
1,1.5219999999999998,0,0,1,1,,,19954
0,0.511,0,0,0,1,0.0,,63233
0,0.109,0,1,0,0,0.0,1.0,12837
0,-1.106,1,1,0,1,1.0,,25873
0,1.157,0,0,0,0,0.0,0.0,2389
0,0.207,0,0,0,0,0.0,0.0,93604
0,-0.158,1,0,0,1,1.0,,66376
1,0.647,0,0,0,0,0.0,0.0,54246
0,-1.496,1,1,0,1,1.0,,90192
0,0.8009999999999999,0,1,1,1,,,45725
0,0.54,0,1,0,1,0.0,,77022
0,-0.745,0,0,0,1,0.0,,92749
0,1.3119999999999998,1,1,0,1,1.0,,29336
0,-0.529,0,0,0,0,0.0,0.0,40600
1,0.403,0,1,0,0,0.0,1.0,80349
1,0.083,0,1,0,0,0.0,1.0,67581
1,-0.911,1,0,0,1,1.0,,37051
0,-0.031,1,1,0,1,1.0,,64320
0,0.397,1,1,0,1,1.0,,68970
0,0.943,0,0,0,0,0.0,0.0,1737
0,-0.035,0,0,0,1,0.0,,35419
0,1.259,0,0,1,1,,,9799
1,0.981,0,0,1,1,,,58595
1,-1.509,0,1,1,1,,,69105
0,0.898,0,0,0,0,0.0,0.0,4279
1,0.479,0,0,0,0,0.0,0.0,65708
0,0.047,1,1,0,1,1.0,,65633
0,0.033,0,1,1,1,,,87155
0,0.069,0,0,0,0,0.0,0.0,25097
0,-0.606,0,0,0,0,0.0,0.0,83700
0,-0.184,1,0,0,1,1.0,,1248
0,0.203,0,1,0,1,0.0,,14376
1,1.243,1,1,1,1,,,47246
0,1.185,0,0,0,1,0.0,,48190
0,0.892,1,1,0,1,1.0,,28698
1,-0.4370000000000001,0,0,0,0,0.0,0.0,52305
0,0.014,1,1,0,1,1.0,,8024
0,-0.8240000000000001,1,1,0,1,1.0,,12528
0,-0.914,1,1,0,1,1.0,,58549
1,1.531,1,1,1,1,,,24620
0,-0.501,1,0,0,1,1.0,,97956
0,1.214,0,0,0,1,0.0,,80773
1,-1.131,0,0,0,0,0.0,0.0,90083
0,-0.64,0,1,0,1,0.0,,79190
0,-0.564,0,1,0,1,0.0,,80277
0,-0.581,0,0,0,1,0.0,,92666
0,-0.878,1,0,0,1,1.0,,98220
0,-0.055,1,0,0,1,1.0,,41820
0,0.96,0,0,0,0,0.0,0.0,92108
0,2.2,1,1,0,1,1.0,,80407
0,0.483,1,1,0,1,1.0,,41834
0,2.039,0,1,1,1,,,60419
0,-0.539,0,0,0,0,0.0,0.0,8877
0,-0.679,1,1,0,1,1.0,,43400
0,-0.969,1,1,0,1,1.0,,16280
0,-0.6970000000000001,1,0,0,1,1.0,,63997
0,0.908,0,1,0,0,0.0,1.0,20567
0,0.958,1,1,0,1,1.0,,72905
1,-1.064,0,1,0,0,0.0,1.0,68666
0,-0.023,1,1,0,1,1.0,,92783
1,-0.11,0,1,1,1,,,92607
1,2.612,0,0,0,0,0.0,0.0,20301
0,-0.236,1,1,0,1,1.0,,27612
0,0.266,1,0,0,1,1.0,,89790
1,-1.0490000000000002,1,0,0,1,1.0,,41632
0,0.297,0,0,0,1,0.0,,70802
0,-0.521,0,1,0,0,0.0,1.0,55317
0,0.851,0,1,0,0,0.0,1.0,61034
0,-0.528,0,1,0,0,0.0,1.0,79459
0,3.027,1,0,0,1,1.0,,91576
0,-0.855,1,1,0,1,1.0,,53308
1,-1.694,1,1,0,1,1.0,,54340
0,0.29100000000000004,0,0,1,1,,,16395
0,0.917,0,1,0,0,0.0,1.0,80382
0,1.5419999999999998,0,0,0,0,0.0,0.0,47552
1,0.985,1,0,0,1,1.0,,39703
0,0.6920000000000001,0,1,0,0,0.0,1.0,259
0,0.084,0,0,0,1,0.0,,73767
1,-1.033,1,1,0,1,1.0,,79072
0,-0.404,0,0,0,0,0.0,0.0,74346
1,-0.555,1,1,0,1,1.0,,45820
0,-0.46,1,1,0,1,1.0,,14701
1,0.307,1,0,1,1,,,3478
0,0.4,1,1,0,1,1.0,,4256
1,0.515,0,1,0,0,0.0,1.0,3292
0,-0.14300000000000002,1,0,0,1,1.0,,41519
0,0.091,1,1,0,1,1.0,,42486
1,1.998,1,0,1,1,,,23052
0,-3.022,0,0,0,0,0.0,0.0,96068
1,1.76,0,1,0,0,0.0,1.0,89702
1,-0.3670000000000001,1,1,0,1,1.0,,78038
1,-0.162,0,1,1,1,,,35562
0,-0.7190000000000001,0,0,0,1,0.0,,78056
0,0.495,1,0,0,1,1.0,,84656
0,-0.275,1,0,0,1,1.0,,7237
0,0.368,0,0,0,0,0.0,0.0,38837
1,-0.95,0,1,0,0,0.0,1.0,71186
0,0.314,0,1,0,0,0.0,1.0,75922
1,-0.64,0,1,0,0,0.0,1.0,18199
0,-1.335,0,1,0,0,0.0,1.0,49125
0,0.107,0,0,0,1,0.0,,26336
1,1.724,1,1,0,1,1.0,,44519
1,0.08900000000000001,0,0,0,0,0.0,0.0,44012
0,-0.101,0,1,0,1,0.0,,84833
0,-1.81,0,0,1,1,,,73781
1,0.241,0,1,1,1,,,86556
1,2.3280000000000003,1,1,0,1,1.0,,96673
0,0.556,0,0,0,1,0.0,,82071
1,1.039,0,0,0,1,0.0,,36688
0,0.392,1,0,0,0,1.0,0.0,99347
0,-2.229,1,1,0,1,1.0,,70040
0,0.111,0,0,0,1,0.0,,11815
0,-0.544,1,0,0,1,1.0,,88780
0,-0.373,0,0,0,1,0.0,,76970
1,0.321,0,1,0,0,0.0,1.0,65177
0,0.438,0,0,0,1,0.0,,10480
0,-0.73,1,1,0,1,1.0,,86039
0,-0.12,1,1,0,1,1.0,,21936
0,0.765,1,0,0,1,1.0,,64843
1,0.6779999999999999,1,1,0,1,1.0,,55265
0,-0.564,1,1,0,1,1.0,,44867
1,-0.199,1,1,0,1,1.0,,82898
0,0.902,0,0,0,1,0.0,,9391
1,-0.611,1,0,0,1,1.0,,4194
0,-0.131,1,1,0,1,1.0,,5919
0,-0.901,0,0,0,1,0.0,,85446
0,-0.617,0,0,0,0,0.0,0.0,9854
0,0.471,1,0,0,1,1.0,,44016
0,1.127,0,0,0,0,0.0,0.0,97899
1,-0.306,0,0,1,1,,,57053
0,-0.151,1,1,0,1,1.0,,19263
0,1.026,0,0,0,0,0.0,0.0,85296
0,-0.402,0,0,0,1,0.0,,53894
1,1.556,0,0,0,0,0.0,0.0,86552
1,-1.072,0,0,0,1,0.0,,44007
0,-0.201,0,0,0,1,0.0,,40568
1,1.493,1,0,1,1,,,67182
1,-0.117,0,0,0,0,0.0,0.0,65836
0,1.75,0,0,0,1,0.0,,52832
0,1.252,1,0,0,1,1.0,,61062
0,-1.557,1,0,0,1,1.0,,66589
0,0.916,1,0,0,1,1.0,,16864
0,-0.014,0,0,0,0,0.0,0.0,17366
0,0.7090000000000001,0,1,0,1,0.0,,54343
0,-0.112,1,0,0,1,1.0,,22337
0,-0.78,0,1,0,0,0.0,1.0,44027
0,-0.369,1,1,0,1,1.0,,2473
1,0.293,1,0,0,1,1.0,,18901
1,-0.482,0,0,1,1,,,79361
0,-0.513,1,0,0,1,1.0,,82274
1,1.598,1,1,1,1,,,48697
0,-1.651,0,1,0,0,0.0,1.0,27256
1,1.435,0,0,1,1,,,96262
0,0.517,0,0,1,1,,,76262
1,-1.131,1,0,0,1,1.0,,98570
0,-0.7190000000000001,0,1,0,1,0.0,,30272
0,-0.265,0,0,0,0,0.0,0.0,32988
0,0.058,0,0,0,1,0.0,,56112
1,0.093,1,0,1,1,,,43615
0,-0.411,1,0,0,1,1.0,,49847
0,-0.747,0,0,0,0,0.0,0.0,48784
0,1.724,1,0,0,1,1.0,,56598
0,0.223,1,1,0,1,1.0,,65356
1,-0.3,1,0,1,1,,,34308
0,-0.915,1,1,0,1,1.0,,41380
0,-1.124,1,1,0,1,1.0,,3527
1,1.832,0,0,0,0,0.0,0.0,3530
1,1.923,0,0,1,1,,,73403
1,1.207,1,1,1,1,,,94268
0,-0.55,0,0,0,1,0.0,,88163
0,0.436,0,1,0,0,0.0,1.0,21660
0,-1.095,1,1,0,1,1.0,,72700
1,1.9,1,0,0,1,1.0,,34201
0,0.546,0,0,1,1,,,9640
0,-0.065,0,0,1,1,,,15291
0,0.987,0,1,0,1,0.0,,54563
0,2.16,0,0,0,0,0.0,0.0,84967
0,-0.524,0,0,0,1,0.0,,18748
1,-0.3720000000000001,0,0,1,1,,,21600
0,-0.025,0,1,0,1,0.0,,92990
0,-0.155,0,1,0,1,0.0,,43004
1,-0.914,0,0,0,0,0.0,0.0,86616
0,-0.701,0,1,0,0,0.0,1.0,41603
0,1.0759999999999998,1,1,0,1,1.0,,94711
0,-0.706,0,1,0,1,0.0,,76586
0,-0.97,0,0,0,1,0.0,,93496
1,-0.374,0,0,0,1,0.0,,1497
0,0.414,0,0,0,0,0.0,0.0,40169
1,-0.17600000000000002,1,1,1,1,,,93896
1,0.115,0,0,1,1,,,68453
1,-1.308,1,0,0,1,1.0,,3037
0,-0.374,0,0,0,1,0.0,,1804
1,0.35700000000000004,0,1,0,0,0.0,1.0,88847
0,0.934,0,1,0,0,0.0,1.0,39588
0,0.254,0,0,0,1,0.0,,2952
0,0.8170000000000001,1,1,0,1,1.0,,75500
1,-0.496,0,0,0,1,0.0,,21365
0,0.076,1,0,1,1,,,49081
0,0.472,1,1,0,1,1.0,,94081
0,0.7170000000000001,1,1,0,1,1.0,,6
1,2.274,1,1,1,1,,,98688
0,0.189,1,0,0,1,1.0,,72172
0,-1.635,0,1,0,0,0.0,1.0,86337
0,-0.998,0,0,0,0,0.0,0.0,43159
0,-0.07400000000000001,0,0,0,0,0.0,0.0,75085
0,-1.287,0,0,0,1,0.0,,86134
1,-0.043,0,0,0,1,0.0,,43876
0,-0.999,0,1,1,1,,,74258
0,0.197,0,1,0,0,0.0,1.0,41436
0,0.426,1,1,0,1,1.0,,60007
1,0.647,0,0,1,1,,,9641
0,-1.1909999999999998,0,1,0,1,0.0,,5487
0,-0.185,1,1,0,1,1.0,,42239
0,0.821,1,0,0,1,1.0,,97997
0,-0.382,0,0,0,1,0.0,,12052
0,1.0759999999999998,1,1,0,1,1.0,,15847
1,-1.236,1,1,0,1,1.0,,49979
0,0.134,1,1,0,1,1.0,,77887
1,-0.578,0,1,1,1,,,6151
1,-1.349,1,1,1,1,,,67587
0,0.196,1,1,0,1,1.0,,65906
0,0.691,1,1,0,1,1.0,,5818
0,0.14800000000000002,0,0,0,1,0.0,,59283
0,1.798,1,0,0,1,1.0,,30028
0,-0.431,0,1,0,1,0.0,,51455
0,-0.716,1,1,0,1,1.0,,13958
1,-0.363,1,1,0,1,1.0,,6298
1,1.754,0,0,1,1,,,59521
1,-0.905,1,1,0,1,1.0,,7147
0,-0.7490000000000001,1,1,0,1,1.0,,79629
1,0.5329999999999999,1,1,0,1,1.0,,41590
0,1.218,0,1,1,1,,,69363
0,0.496,1,1,0,1,1.0,,15034
0,0.613,1,1,0,1,1.0,,66634
0,1.529,0,0,0,1,0.0,,70904
0,0.852,0,1,0,1,0.0,,87101
0,-0.411,1,1,0,1,1.0,,78658
0,0.526,0,1,0,0,0.0,1.0,29611
0,-1.3430000000000002,0,1,0,0,0.0,1.0,42737
0,1.774,0,0,0,1,0.0,,64793
0,2.032,0,0,0,0,0.0,0.0,74648
1,-0.794,1,0,0,1,1.0,,99595
0,0.101,1,0,0,1,1.0,,85383
1,-1.63,1,0,0,0,1.0,0.0,48944
0,-1.721,1,1,0,1,1.0,,86251
0,0.384,0,1,0,0,0.0,1.0,89101
0,0.24,1,1,0,1,1.0,,31899
1,-1.11,0,1,0,1,0.0,,71923
0,-0.14300000000000002,0,1,0,1,0.0,,17861
0,-1.168,0,0,0,1,0.0,,93498
0,-0.755,1,0,0,1,1.0,,13349
0,-0.177,1,1,0,1,1.0,,57356
0,-0.957,0,0,0,1,0.0,,9111
0,-0.705,0,1,0,1,0.0,,54562
0,0.698,0,1,0,1,0.0,,28905
0,0.853,1,0,0,1,1.0,,68459
0,1.3769999999999998,0,0,1,1,,,39216
1,-0.249,0,0,0,1,0.0,,34895
0,2.593,1,1,0,1,1.0,,47737
1,1.311,0,1,1,1,,,94234
0,0.447,1,1,0,1,1.0,,12201
0,-0.019,0,0,0,0,0.0,0.0,98003
0,-0.322,0,1,0,1,0.0,,42564
0,0.726,0,0,0,0,0.0,0.0,59173
1,0.333,1,1,0,1,1.0,,95804
1,1.295,1,1,0,1,1.0,,20097
1,0.5589999999999999,1,1,1,1,,,32334
1,0.403,0,0,0,1,0.0,,29168
1,1.241,1,1,0,1,1.0,,14709
1,0.498,0,1,0,0,0.0,1.0,39036
1,0.233,1,0,0,1,1.0,,65544
0,-1.248,1,1,0,1,1.0,,73286
0,0.968,1,1,0,1,1.0,,15279
0,-0.385,0,1,1,1,,,2973
0,-0.687,0,0,0,1,0.0,,85737
0,0.584,0,1,0,1,0.0,,95289
1,-0.005,1,1,0,1,1.0,,94099
0,-0.637,1,1,0,1,1.0,,89341
0,-1.138,0,1,0,0,0.0,1.0,49244
0,-0.8059999999999999,0,1,0,0,0.0,1.0,73793
1,0.139,0,0,0,0,0.0,0.0,30943
0,1.104,1,1,0,1,1.0,,12232
0,-1.679,0,1,0,0,0.0,1.0,31917
1,-1.653,0,1,1,1,,,39776
0,0.982,0,1,0,1,0.0,,34270
0,0.33,0,1,1,1,,,63427
0,-0.331,0,0,0,1,0.0,,30073
1,-0.8590000000000001,0,0,0,1,0.0,,42019
0,0.009000000000000001,1,0,0,1,1.0,,85698
0,-1.511,0,1,1,1,,,88621
1,-0.867,1,0,0,1,1.0,,39052
0,1.898,0,0,0,1,0.0,,66883
0,1.329,1,0,1,1,,,70340
0,0.68,0,0,0,1,0.0,,25569
1,-0.301,0,1,0,0,0.0,1.0,52566
1,0.82,1,1,1,1,,,13818
1,0.011,0,1,0,0,0.0,1.0,3341
1,-1.766,1,0,0,1,1.0,,1246
0,-0.126,1,1,0,1,1.0,,39271
0,-0.457,0,0,0,0,0.0,0.0,29713
0,1.055,1,1,0,1,1.0,,15715
1,-0.127,0,1,0,0,0.0,1.0,42177
1,0.867,0,0,0,1,0.0,,60196
1,-0.017,0,0,0,0,0.0,0.0,2943
1,0.248,1,1,0,1,1.0,,62425
1,0.419,1,0,0,1,1.0,,20850
0,-0.057,1,1,0,1,1.0,,18174
1,-0.54,0,1,0,1,0.0,,68630
1,-0.6940000000000001,0,0,0,1,0.0,,5792
1,0.3720000000000001,1,0,0,1,1.0,,30268
1,-1.938,1,1,0,1,1.0,,22232
0,0.5379999999999999,0,1,0,0,0.0,1.0,150
1,-1.103,1,1,0,1,1.0,,46152
1,1.332,0,0,0,0,0.0,0.0,4892
1,-0.5,0,0,0,0,0.0,0.0,10296
0,1.54,0,0,0,0,0.0,0.0,62129
1,1.374,0,0,1,1,,,75965
0,1.039,0,0,0,1,0.0,,91094
0,-1.226,1,1,0,1,1.0,,88806
0,-0.373,1,0,0,1,1.0,,45156
0,0.475,0,1,0,0,0.0,1.0,71586
1,0.5760000000000001,1,1,0,1,1.0,,16730
0,0.36,1,1,0,1,1.0,,75312
0,-0.103,1,0,0,1,1.0,,35563
1,-0.239,1,1,1,1,,,8697
1,-0.319,0,0,0,0,0.0,0.0,97450
1,-0.21600000000000005,0,0,1,1,,,80034
0,-1.473,0,1,0,1,0.0,,49818
1,0.377,0,1,0,1,0.0,,86571
0,-0.835,0,0,0,1,0.0,,49416
0,0.775,0,0,0,0,0.0,0.0,89010
1,-0.528,0,0,0,1,0.0,,41637
0,1.294,1,1,0,1,1.0,,99772
1,1.198,1,1,0,1,1.0,,42305
0,-1.328,1,0,0,1,1.0,,41062
0,-0.996,1,1,0,1,1.0,,4822
1,0.53,0,1,0,0,0.0,1.0,26265
1,0.07,0,1,0,1,0.0,,9328
0,0.667,0,1,0,0,0.0,1.0,70328
1,-0.456,0,0,0,1,0.0,,22141
1,1.218,0,1,0,1,0.0,,96615
0,-0.48,0,1,0,0,0.0,1.0,47787
0,-0.725,1,0,0,1,1.0,,79621
1,3.016,0,1,1,1,,,46538
1,-1.712,0,1,0,1,0.0,,18076
0,0.276,1,0,0,1,1.0,,50809
0,0.927,0,0,0,1,0.0,,18235
1,0.529,0,1,0,1,0.0,,86985
0,-0.4370000000000001,0,0,0,1,0.0,,58609
0,-0.7490000000000001,1,1,0,1,1.0,,19519
0,1.3119999999999998,1,1,0,1,1.0,,22339
0,0.838,0,1,0,1,0.0,,31280
0,-0.728,1,0,1,1,,,30313
0,-0.116,0,1,0,1,0.0,,61248
0,0.38,1,0,0,1,1.0,,97134
0,-0.28600000000000003,1,1,0,1,1.0,,81176
0,0.106,1,1,1,1,,,21626
1,0.305,1,1,0,1,1.0,,28319
0,-0.524,0,0,0,0,0.0,0.0,44318
0,-0.5579999999999999,1,0,0,1,1.0,,68814
1,-0.435,1,1,1,1,,,33383
0,2.311,0,1,0,0,0.0,1.0,99450
0,-0.259,0,1,1,1,,,37950
1,0.6990000000000001,1,0,0,1,1.0,,83359
0,0.959,0,0,0,1,0.0,,68360
0,0.933,0,0,0,0,0.0,0.0,68802
1,1.515,1,0,1,1,,,57005
0,-0.507,0,1,0,0,0.0,1.0,39104
1,0.721,0,0,0,0,0.0,0.0,57572
0,1.712,0,0,0,1,0.0,,41741
0,-0.172,1,1,0,1,1.0,,21987
0,-0.753,1,1,0,1,1.0,,97965
1,1.0659999999999998,0,0,0,0,0.0,0.0,9149
0,1.476,0,0,0,0,0.0,0.0,50734
1,0.403,1,1,0,1,1.0,,94224
0,-0.334,1,1,0,1,1.0,,70747
1,0.179,1,0,0,1,1.0,,53324
1,0.812,1,1,0,1,1.0,,69492
0,0.545,0,0,0,0,0.0,0.0,66570
1,-1.913,0,0,0,0,0.0,0.0,39037
0,0.182,0,1,0,1,0.0,,1811
1,-1.089,0,1,1,1,,,23519
1,0.612,1,0,0,1,1.0,,90789
1,0.281,1,1,1,1,,,1088
0,1.476,1,1,0,1,1.0,,97325
0,-1.213,0,1,0,0,0.0,1.0,7179
1,0.68,0,0,1,1,,,62269
1,-0.454,1,1,1,1,,,34552
0,-1.104,1,1,0,1,1.0,,70431
1,-0.763,0,1,0,1,0.0,,12367
0,-0.006999999999999999,0,0,0,1,0.0,,72897
1,0.867,1,1,0,1,1.0,,79099
0,-0.629,0,1,0,0,0.0,1.0,98139
0,-0.594,1,0,0,1,1.0,,43882
1,-0.063,1,1,0,1,1.0,,83348
1,0.752,0,1,1,1,,,44894
0,-0.778,0,0,1,1,,,62473
0,-0.807,0,1,0,0,0.0,1.0,25462
0,-0.619,1,1,0,1,1.0,,49179
0,0.329,0,1,0,0,0.0,1.0,21080
1,-0.752,0,0,0,0,0.0,0.0,37267
0,1.298,1,1,0,1,1.0,,96992
1,-2.7460000000000004,0,0,0,0,0.0,0.0,20874
0,-0.387,0,0,0,0,0.0,0.0,50225
1,-0.085,0,1,0,1,0.0,,71788
1,0.998,1,0,0,1,1.0,,31454
0,-0.25,0,0,0,1,0.0,,74917
0,-0.467,1,1,0,1,1.0,,29616
1,1.482,0,1,0,1,0.0,,10473
1,-2.403,0,0,0,0,0.0,0.0,17574
0,0.001,0,1,0,0,0.0,1.0,82153
1,0.396,0,1,1,1,,,4093
0,0.012,0,0,0,1,0.0,,98235
1,0.493,0,0,0,1,0.0,,771
0,-0.431,0,0,0,1,0.0,,34829
1,-0.6409999999999999,1,1,0,1,1.0,,14859
0,0.772,0,0,0,0,0.0,0.0,19034
0,1.831,0,0,0,0,0.0,0.0,72033
0,-0.523,1,0,0,1,1.0,,81868
0,-0.672,1,0,0,1,1.0,,93697
1,-0.604,0,0,0,0,0.0,0.0,71275
1,0.175,1,1,0,1,1.0,,88767
0,0.598,1,1,0,1,1.0,,13910
0,-0.343,1,1,0,1,1.0,,80206
0,-0.096,0,0,0,0,0.0,0.0,10827
0,-0.493,0,1,1,1,,,37118
0,0.032,0,0,0,1,0.0,,48887
0,0.843,1,1,0,1,1.0,,45244
1,-0.055,1,1,0,1,1.0,,89177
1,0.173,1,0,1,1,,,59489
0,0.853,0,0,0,0,0.0,0.0,39527
1,1.881,0,0,1,1,,,91320
0,-1.112,1,0,0,1,1.0,,22342
1,1.12,1,0,0,1,1.0,,65987
0,1.221,0,1,0,1,0.0,,94595
0,-0.277,0,0,0,0,0.0,0.0,16925
1,-0.414,1,1,0,1,1.0,,46118
0,1.32,0,1,1,1,,,16790
0,1.047,0,0,0,1,0.0,,49682
0,0.7190000000000001,0,1,0,0,0.0,1.0,36965
1,0.64,1,0,0,1,1.0,,56311
0,1.231,0,0,0,0,0.0,0.0,32810
1,0.63,1,1,0,1,1.0,,23022
0,0.103,0,0,0,0,0.0,0.0,90861
0,0.669,0,0,0,0,0.0,0.0,36864
0,0.7909999999999999,0,0,0,1,0.0,,13128
0,-1.018,1,0,0,1,1.0,,87626
1,0.91,1,0,0,1,1.0,,76934
0,-0.512,0,1,0,1,0.0,,98265
0,0.946,0,0,0,0,0.0,0.0,69638
0,1.421,0,0,0,0,0.0,0.0,49641
0,-0.999,0,1,0,1,0.0,,59725
0,-1.652,1,1,0,1,1.0,,92290
1,-0.493,1,1,0,0,1.0,1.0,52176
0,0.305,1,1,0,1,1.0,,41399
1,0.446,0,0,1,1,,,44784
0,-0.023,0,0,0,1,0.0,,50401
0,-1.612,0,0,0,0,0.0,0.0,53085
0,-0.988,1,0,0,1,1.0,,43343
0,0.188,0,1,0,1,0.0,,49253
1,-0.555,0,1,1,1,,,75324
0,2.164,1,1,0,1,1.0,,94617
1,0.508,0,1,1,1,,,18448
